graph_id,target_id,neighborhood_name,node_id,is_target,dx_m,dy_m,euclidean_distance_m,network_distance_m,population_density,ses_index,car_commute_ratio,children_per_capita,elderly_ratio,unemployment_rate,student_ratio,walking_ratio,cycling_ratio,public_transport_ratio,two_wheelers_ratio,retired_ratio,permanent_employment_ratio,temporary_employment_ratio,median_income,poverty_rate,working_age_ratio,building_density,building_count,average_building_levels,floor_area_per_capita,service_count_education_15min,service_count_entertainment_15min,service_count_grocery_15min,service_count_health_15min,service_count_posts_and_banks_15min,service_count_parks_15min,service_count_sustenance_15min,service_count_shops_15min,intersection_density,average_block_length,pedestrian_street_ratio,sidewalk_presence,target_prob_0,target_prob_1,target_prob_2,target_prob_3,target_prob_4,target_prob_5,target_prob_6,target_prob_7
g_0,0,Bédier–Oudiné (13e),22,0,-800.0,599.9999999981374,999.9999999988825,999.9999999988825,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),23,0,-700.0000000000582,-700.0000000018626,989.9494936625248,989.9494936625248,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),24,0,-700.0000000000582,-600.0000000009313,921.954445729939,921.954445729939,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),25,0,-700.0000000000582,-500.0000000009313,860.2325267048514,860.2325267048514,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),26,0,-700.0000000000582,-400.0000000009313,806.2257748303675,806.2257748303675,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),27,0,-700.0000000000582,-300.0000000009313,761.5773105868112,761.5773105868112,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),28,0,-700.0000000000582,-200.00000000093132,728.0109889283636,728.0109889283636,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),29,0,-700.0000000000582,-100.00000000186265,707.1067811868686,707.1067811868686,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),30,0,-700.0000000000582,0.0,700.0000000000582,700.0000000000582,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),31,0,-700.0000000000582,100.0,707.1067811866052,707.1067811866052,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),32,0,-700.0000000000582,199.99999999906868,728.0109889278519,728.0109889278519,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),33,0,-700.0000000000582,299.9999999990687,761.5773105860775,761.5773105860775,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),34,0,-700.0000000000582,399.9999999990687,806.2257748294435,806.2257748294435,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),35,0,-700.0000000000582,499.99999999813735,860.2325267032274,860.2325267032274,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),36,0,-700.0000000000582,599.9999999981374,921.9544457281207,921.9544457281207,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),37,0,-700.0000000000582,699.9999999990687,989.9494936605491,989.9494936605491,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),38,0,-600.0,-700.0000000018626,921.9544457307029,921.9544457307029,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),39,0,-600.0,-600.0000000009313,848.5281374245155,848.5281374245155,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),40,0,-600.0,-500.0000000009313,781.0249675912617,781.0249675912617,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),41,0,-600.0,-400.0000000009313,721.1102550933144,721.1102550933144,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),42,0,-600.0,-300.0000000009313,670.8203932503534,670.8203932503534,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),43,0,-600.0,-200.00000000093132,632.4555320339704,632.4555320339704,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),44,0,-600.0,-100.00000000186265,608.2762530301281,608.2762530301281,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),45,0,-600.0,0.0,600.0,600.0,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),46,0,-600.0,100.0,608.276253029822,608.276253029822,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
g_0,0,Bédier–Oudiné (13e),47,0,-600.0,199.99999999906868,632.4555320333814,632.4555320333814,10551.067,0.2640885,0.090329476,0.13534543,0.15262356,0.17398164,0.1111375,0.03254316,0.021354884,0.7550424,0.015333929,0.16818848,0.7984033,0.12538405,20520.0,22.516666,0.712031,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.10349428,4.139925e-06,0.26964378,0.26964378,0.013353284,0.0984588,0.2123539,0.033047993
